DestinationRef,Longitude,Latitude,State,BranchDeliveryVolumeInCBM,X_km,Y_km,Cluster_K2,Cluster_K3,Cluster_K4,Cluster_K5
4060BR,143.557201653353,-35.3329558674074,Victoria,58.3027649321726,13022.559820080289,-3928.845435811797,0,0,0,0
4061BR,145.168058824153,-37.7490674195307,Victoria,45.06321056598939,12763.433721061756,-4197.504782615218,0,0,0,0
4062BR,144.845177,-37.693748,Victoria,4.932922954778675,12744.55951666815,-4191.353543818483,0,0,0,0
4063BR,144.8299,-37.7722,Victoria,3.917254884704613,12729.72062666929,-4200.0770082036015,0,0,0,0
4064BR,145.1414,-37.9231,Victoria,2.8111626131484155,12731.019995356817,-4216.856322634266,0,0,0,0
4065BR,143.589829389421,-38.3419930479713,Victoria,57.547925306258094,12522.844882968859,-4263.4351043753495,0,0,0,0
4066BR,145.017169084864,-37.8550643402134,Victoria,86.50053881534735,12731.882446311522,-4209.291102435081,0,0,0,0
4067BR,146.924368,-36.07808,New South Wales,24.226346696937096,13204.009795746751,-4011.699459076521,0,2,0,0
4068BR,143.816152,-37.567962,Victoria,139.63812324301176,12675.453980383634,-4177.36677877557,0,0,0,0
4069BR,145.345459,-37.756889,Victoria,2.0992318549383375,12777.680253539655,-4198.374502681747,0,0,0,0
4070BR,145.058476207977,-38.2366721181251,Victoria,1.5226853234723272,12669.301336582746,-4251.723951306964,0,0,0,0
4071BR,145.017169084864,-37.8550643402134,Victoria,0.02668,12731.882446311522,-4209.291102435081,0,0,0,0
4073BR,144.344047298767,-38.1074399359069,Victoria,92.14535844164251,12629.277341257777,-4237.353988285096,0,0,0,0
4074BR,145.12161,-37.02126,Victoria,82.04004217142072,12883.806583895548,-4116.576289989137,0,0,0,0
4075BR,144.537994790226,-38.2517732035001,Victoria,49.88918061165215,12621.220743956203,-4253.403115387491,0,0,0,0
4078BR,146.313452149076,-36.3669776584819,Victoria,98.91630917323326,13100.631779355404,-4043.823413019202,0,0,0,0
4079BR,145.93856079715,-38.1662651784707,Victoria,43.3617366125814,12758.499390855288,-4243.895056816826,0,0,0,0
4080BR,144.458348686231,-37.2414585719414,Victoria,51.697171689650666,12787.657716359805,-4141.061254043398,0,0,0,0
4081BR,145.037,-37.8047,Victoria,80.93335942273914,12742.31813810716,-4203.6908433195495,0,0,0,0
4082BR,144.3188064,-38.3091309,Victoria,63.71705076419442,12592.128604837497,-4259.781000242298,0,0,0,0
4084BR,144.953942,-37.656412,Victoria,1.7066717992716947,12760.548826755676,-4187.201970037281,0,0,0,0
4085BR,144.754158449832,-37.7620815817553,Victoria,80.40291169390193,12724.80429934685,-4198.951891429123,0,0,0,0
4086BR,145.079249703953,-37.6566853168309,Victoria,44.204884531994054,12771.532869346593,-4187.232361482244,0,0,0,0
4087BR,144.670542563898,-37.8951405636438,Victoria,89.38898770630313,12694.542061309397,-4213.747375159614,0,0,0,0
4090BR,145.1015453,-37.8506115,Victoria,380.11853645323697,12740.059767082515,-4208.7959691941915,0,0,0,0
4091BR,145.237585,-38.026643,Victoria,62.57412793799687,12721.498735201354,-4228.369778923823,0,0,0,0
4093BR,144.85939,-37.792561,Victoria,237.8907240608619,12728.805671821296,-4202.341048105011,0,0,0,0
4095BR,144.85939,-37.792561,Victoria,357.7165367508918,12728.805671821296,-4202.341048105011,0,0,0,0
4097BR,145.313061749398,-38.0247950299873,Victoria,88.76073311513153,12728.43085141811,-4228.16429403382,0,0,0,0
4098BR,141.604152107107,-38.3375584119123,Victoria,45.865254457584506,12350.424757062738,-4262.941995344073,0,0,0,0
4099BR,145.610049380844,-37.7817694392803,Victoria,30.309756939092154,12796.634729294377,-4201.141081302405,0,0,0,0
4100BR,144.975181373791,-37.7241199047492,Victoria,63.28174978481274,12750.771526805884,-4194.730745539126,0,0,0,0
4101BR,145.249759997976,-38.457630847446,Victoria,85.64880443934703,12647.364311811583,-4276.293441005278,0,0,0,0
4102BR,145.024425671104,-37.887214171367,Victoria,3.6537826131484157,12726.96470936385,-4212.8660005518395,0,0,0,0
4103BR,144.2056,-37.07243,Victoria,61.08872921175279,12793.85611043059,-4122.266134385539,0,0,0,0
4104BR,144.953942,-37.656412,Victoria,834.796624524015,12760.548826755676,-4187.201970037281,0,0,0,0
4105BR,145.237585,-38.026643,Victoria,1717.3988207022248,12721.498735201354,-4228.369778923823,0,0,0,0
4106BR,144.749666172499,-37.7762540183765,Victoria,0.00228,12721.970928805573,-4200.527794479593,0,0,0,0
4107BR,145.079249703953,-37.6566853168309,Victoria,1.7696051150179846,12771.532869346593,-4187.232361482244,0,0,0,0
4108BR,146.003324602231,-36.5460212914879,Victoria,33.659389714087126,13042.717837060007,-4063.7321566574783,0,0,0,0
4110BR,146.0885,-37.04511,Victoria,49.0164059499513,12965.573957368493,-4119.22828898961,0,0,0,0
4111BR,142.947288189558,-37.284245609952,Victoria,55.2462325177714,12646.709545274394,-4145.818955596324,0,0,0,0
4112BR,144.3035,-36.7485,Victoria,41.36591374074447,12857.023465657485,-4086.2467617975667,0,0,0,0
4113BR,145.461657913336,-38.0633413661476,Victoria,1.1710149017271576,12734.740865737462,-4232.45045105558,0,0,0,0
4114BR,145.096042,-37.925873,Victoria,85.34653445487736,12726.561508423643,-4217.1646661658515,0,0,0,0
4115BR,144.3413,-38.1066,Victoria,3.3709870973549703,12629.182171946984,-4237.260591673542,0,0,0,0
4117BR,143.808432,-37.575869,Victoria,1456.9140656857137,12673.427969430319,-4178.245997060549,0,0,0,0
4118BR,146.959743,-36.045356,New South Wales,57.76679247229232,13212.68293070706,-4008.060716297005,0,2,0,0
4119BR,144.950034003929,-37.2813865267482,Victoria,34.458391590957206,12824.38194324804,-4145.5010400492065,0,0,0,0
4120BR,148.000783141599,-37.8734307887382,Victoria,27.826736979992294,12990.5929284045,-4211.333358331516,0,0,0,0
4121BR,144.5765,-38.1739,Victoria,26.07350853490998,12638.099027004928,-4244.744010236721,0,0,0,0
4122BR,145.995668,-36.030907,Victoria,172.52700690628157,13128.414568379088,-4006.4540608019174,0,0,0,0
4124BR,144.3485,-38.1171,Victoria,47.14049708677782,12627.996668862024,-4238.42813840331,0,0,0,0
4125BR,145.944906245956,-38.4725699035688,Victoria,35.99862867202221,12705.260901602705,-4277.95458825499,0,0,0,0
4126BR,145.1137,-37.51775,Victoria,31.703144171167555,12798.432182496985,-4171.783459118893,0,0,0,0
4127BR,145.179115,-38.222402,Victoria,32.915218378590325,12682.325860087207,-4250.137186568835,0,0,0,0
4129BR,145.167198,-38.088932,Victoria,399.79231656827017,12704.515539587175,-4235.295999709586,0,0,0,0
4130BR,146.8615,-36.1109,Victoria,2.907499507543228,13192.849122310143,-4015.3488765689963,0,2,0,0
4131BR,145.2790597,-37.8829931,Victoria,41.64590756033154,12750.04155086742,-4212.3966388308245,0,0,0,0
4133BR,146.435212,-38.235961,Victoria,35.341413673211505,12789.669511024309,-4251.644878579209,0,0,0,0
4134BR,145.128568,-38.089335,Victoria,73.37993196843645,12701.06475916143,-4235.340811265024,0,0,0,0
4135BR,144.796262850007,-37.7007506964173,Victoria,92.17889771943793,12739.052385407675,-4192.132208132919,0,0,0,0
4136BR,145.012305,-37.819699,Victoria,169.04176257826174,12737.560668069556,-4205.358656024291,0,0,0,0
4138BR,145.234618,-37.99893,Victoria,82.30989562092601,12726.04926209665,-4225.288233921722,0,0,0,0
4139BR,145.0569538,-37.7519823,Victoria,91.55880775040154,12753.16278985771,-4197.8289025351805,0,0,0,0
4141BR,144.44134,-37.68792,Victoria,64.67309974173311,12710.025771363733,-4190.705499785998,0,0,0,0
4142BR,145.009424,-37.817811,Victoria,3.257365874438136,12737.633397869482,-4205.148720002786,0,0,0,0
4143BR,145.009424,-37.817811,Victoria,234.188068476887,12737.633397869482,-4205.148720002786,0,0,0,0
4144BR,145.243274,-37.90556,Victoria,52.30256971992891,12742.993900701942,-4214.90596362092,0,0,0,0
4145BR,144.2428,-36.80765,Victoria,54.014440503430876,12841.701637028244,-4092.8239417085924,0,0,0,0
4146BR,144.2428,-36.80765,Victoria,54.91900836490541,12841.701637028244,-4092.8239417085924,0,0,0,0
4147BR,144.2428,-36.80765,Victoria,1051.745127558507,12841.701637028244,-4092.8239417085924,0,0,0,0
4148BR,144.34667,-38.193623,Victoria,30.715583590018163,12614.592973363484,-4246.937107774932,0,0,0,0
4149BR,144.364182,-38.172989,Victoria,310.1041139294464,12619.697077328425,-4244.642711658548,0,0,0,0
4150BR,145.843838,-38.12065,Victoria,55.9168250376198,12758.19261915999,-4238.822880392898,0,0,0,0
4151BR,142.45542,-38.37134,Victoria,69.20805304745228,12418.875244117355,-4266.698336553422,0,0,0,0
4153BR,145.282682,-37.829492,Victoria,188.7673970957003,12759.61671443953,-4206.447587940922,0,0,0,0
4154BR,146.959743,-36.045356,New South Wales,398.48133950170904,13212.68293070706,-4008.060716297005,0,2,0,0
4155BR,145.010655,-37.907507,Victoria,152.31165034430907,12722.248315193947,-4215.122460143097,0,0,0,0
4157BR,145.02341,-37.76864,Victoria,96.03581702220869,12747.342749551755,-4199.6811542647465,0,0,0,0
4158BR,145.02341,-37.76864,Victoria,71.67359942582574,12747.342749551755,-4199.6811542647465,0,0,0,0
4159BR,145.02341,-37.76864,Victoria,4.864994489423336,12747.342749551755,-4199.6811542647465,0,0,0,0
4161BR,146.257134129361,-38.1747509452536,Victoria,73.43773535932448,12784.861729171396,-4244.838631031774,0,0,0,0
4165BR,144.890906,-37.724769,Victoria,91.80879708355492,12743.247711017279,-4194.802921637924,0,0,0,0
4166BR,144.5945,-37.68383,Victoria,537.1646468357194,12724.204630492126,-4190.250712536022,0,0,0,0
4168BR,144.876524,-37.779379,Victoria,124.90595033443321,12732.582143665195,-4200.875276581983,0,0,0,0
4169BR,144.936359,-37.794781,Victoria,47.73218490167066,12735.18627284338,-4202.5879008421625,0,0,0,0
4172BR,144.91904,-37.832065,Victoria,149.07484834201756,12727.235606102447,-4206.733692487178,0,0,0,0
4176BR,145.1356135,-38.0357077,Victoria,55.52523217668661,12710.993934920807,-4229.377727575378,0,0,0,0
4177BR,145.010655,-37.907507,Victoria,95.25586351665662,12722.248315193947,-4215.122460143097,0,0,0,0
4178BR,144.907271,-37.7433564,Victoria,102.37120057836246,12741.487975774851,-4196.869746217437,0,0,0,0
4179BR,143.835738,-37.541236,Victoria,53.518163383665595,12681.727474355212,-4174.3949831660675,0,0,0,0
4180BR,144.99383,-37.798963,Victoria,140.3066609893835,12739.514895253407,-4203.05291802539,0,0,0,0
4181BR,145.282682,-37.829492,Victoria,175.51526094841074,12759.61671443953,-4206.447587940922,0,0,0,0
4182BR,144.271471,-36.77023,Victoria,146.54140599275615,12850.528659347638,-4088.6630275535526,0,0,0,0
4183BR,145.187219,-37.832215,Victoria,278.65281124156564,12750.761987011882,-4206.750371726174,0,0,0,0
4184BR,144.845177,-37.693748,Victoria,74.39640361023288,12744.55951666815,-4191.353543818483,0,0,0,0
4185BR,144.3660633,-38.1725818,Victoria,109.34506390692044,12619.932042111897,-4244.597433084418,0,0,0,0
4186BR,145.257876,-38.015063,Victoria,242.51031769258523,12725.286778102565,-4227.082141673279,0,0,0,0
4187BR,144.787627,-37.819546,Victoria,199.63482581673568,12717.85181024852,-4205.341643200515,0,0,0,0
4188BR,142.178162,-34.195041,Victoria,126.92792348975156,13076.49137529689,-3802.315075602679,0,0,0,0
4189BR,145.076062,-37.943831,Victoria,158.5851324525755,12721.700720171322,-4219.161504658534,0,0,0,0
4190BR,145.16273,-37.920976,Victoria,168.0885146580256,12733.258701052246,-4216.620144610073,0,0,0,0
4191BR,145.020174,-37.746135,Victoria,284.1675118256595,12750.936665945586,-4197.178712440611,0,0,0,0
4192BR,145.418764482846,-36.3880508684417,Victoria,375.3400175406053,13016.995816086035,-4046.166647054847,0,0,0,0
4193BR,146.554424,-38.191357,Victoria,140.07715464061127,12807.929194405611,-4246.685140071156,0,0,0,0
4194BR,144.933784,-37.803313,Victoria,71.14212045910993,12733.489165077131,-4203.536615956294,0,0,0,0
4195BR,146.919625,-36.093302,New South Wales,172.1653344212829,13201.027166583825,-4013.3920682499056,0,2,0,0
4197BR,146.9619,-36.063194,New South Wales,260.296267447323,13209.882543804282,-4010.0442113984914,0,2,0,0
4198BR,145.260608,-38.010194,Victoria,645.4935172034293,12726.371421363574,-4226.540733575446,0,0,0,0
4200BR,143.808432,-37.575869,Victoria,233.2377918657463,12673.427969430319,-4178.245997060549,0,0,0,0
4201BR,145.282682,-37.829492,Victoria,319.18421790503714,12759.61671443953,-4206.447587940922,0,0,0,0
4202BR,145.2099,-38.004806,Victoria,439.68753337002386,12722.863839131744,-4225.941615310686,0,0,0,0
4203BR,144.7472255,-37.7762874,Victoria,682.5023844487469,12721.75067502819,-4200.531506346769,0,0,0,0
4204BR,145.033283,-37.689958,Victoria,678.1944380932969,12761.762722532263,-4190.932115046499,0,0,0,0
4205BR,146.570096,-38.189516,Victoria,189.1894348853105,12809.62260409331,-4246.480430211202,0,0,0,0
4206BR,144.309382,-36.749578,Victoria,377.07264109624856,12857.366899442099,-4086.3666299284896,0,0,0,0
4207BR,144.364182,-38.172989,Victoria,322.1217176072636,12619.697077328425,-4244.642711658548,0,0,0,0
4209BR,145.167198,-38.088932,Victoria,179.25227149476316,12704.515539587175,-4235.295999709586,0,0,0,0
4212BR,144.937168,-37.83085,Victoria,138.84761831714897,12729.037276767276,-4206.598590651304,0,0,0,0
4213BR,145.033268,-37.689957,Victoria,202.1861450791275,12761.761574739505,-4190.9320038515725,0,0,0,0
4214BR,145.282682,-37.829492,Victoria,48.34173046513529,12759.61671443953,-4206.447587940922,0,0,0,0
4215BR,144.845177,-37.693748,Victoria,2577.229963701153,12744.55951666815,-4191.353543818483,0,0,0,0
4217BR,143.808432,-37.575869,Victoria,164.37785675535102,12673.427969430319,-4178.245997060549,0,0,0,0
4218BR,145.167816,-38.089142,Victoria,45.61174184777827,12704.533127808603,-4235.319350644181,0,0,0,0
4219BR,143.816152,-37.567962,Victoria,0.7567585226296831,12675.453980383634,-4177.36677877557,0,0,0,0
4220BR,145.141500799227,-38.1131983216595,Victoria,2.514035075432277,12698.048883821084,-4237.994291566448,0,0,0,0
4222BR,144.85939,-37.792561,Victoria,40.17799548772025,12728.805671821296,-4202.341048105011,0,0,0,0
4225BR,145.41969768972,-36.3879267539195,Victoria,107.71516163121865,13017.100131064357,-4046.152846149655,0,0,0,0
4226BR,145.234618,-37.99893,Victoria,0.4394398833061266,12726.04926209665,-4225.288233921722,0,0,0,0
4229BR,145.420082671164,-36.3879182047051,Victoria,151.4282415853903,13017.13602366085,-4046.1518955203874,0,0,0,0
4230BR,146.25721,-38.17459,Victoria,1.4300090150864553,12784.896596380531,-4244.820734736106,0,0,0,0
4603BR,144.9933686,-37.8300515,Victoria,0.47485,12734.110876460392,-4206.50980150238,0,0,0,0
4702BR,145.1414,-37.9231,Victoria,2.14234,12731.019995356817,-4216.856322634266,0,0,0,0
4703BR,144.8299,-37.7722,Victoria,1.74618,12729.72062666929,-4200.0770082036015,0,0,0,0
4712BR,144.953374884625,-37.6564782979916,Victoria,0.26766,12760.487508519269,-4187.209342037593,0,0,0,0
4719BR,145.02341,-37.76864,Victoria,1.53826,12747.342749551755,-4199.6811542647465,0,0,0,0
4913BR,144.9933686,-37.8300515,Victoria,2.6931,12734.110876460392,-4206.50980150238,0,0,0,0
5001BR,153.383682,-27.932671,Queensland,94.43156359768426,15068.500234590834,-3105.971302831593,1,1,1,1
5002BR,153.050372129143,-27.6624255958574,Queensland,112.7213547369092,15073.189619471665,-3075.9213849419275,1,1,1,1
5003BR,153.05026,-27.3693,Queensland,90.78785355469161,15113.402661800448,-3043.327305812921,1,1,1,1
5004BR,153.4319,-28.0399,Queensland,86.08735273508229,15058.254020976428,-3117.8946236207626,1,1,1,1
5005BR,153.424590130961,-28.1043854311607,Queensland,143.83896578725222,15048.50104919225,-3125.0650764083193,1,1,1,1
5006BR,152.99352,-27.42008,Queensland,149.14562177164294,15100.862300679717,-3048.9737841879323,1,1,1,1
5007BR,153.112187,-27.620193,Queensland,128.13344950281694,15085.09952914986,-3071.2253345435547,1,1,1,1
5008BR,153.20105720312,-27.5343282426514,Queensland,117.3090621734643,15105.673950456414,-3061.6776091488246,1,1,1,1
5009BR,152.950222492218,-27.1115291427166,Queensland,135.50407140917636,15138.54694809731,-3014.6644942461885,1,1,1,1
5011BR,153.0935,-26.6731,Queensland,246.9408133055977,15211.647546553151,-2965.9133978829796,1,1,1,1
5012BR,153.00599745686,-27.4764285455738,Queensland,57.526878942767276,15094.381187600504,-3055.2394565795385,1,1,1,1
5013BR,153.04859,-26.41105,Queensland,189.13034812053783,15241.966199943237,-2936.774767355773,1,1,1,1
5014BR,153.029758881013,-27.3996968986145,Queensland,53.90082434697921,15107.225932838317,-3046.707286724583,1,1,1,1
5015BR,153.111729,-26.796294,Queensland,151.4613636854032,15196.990937450995,-2979.6119456760293,1,1,1,1
5016BR,152.761,-27.608,Queensland,92.26124157718499,15052.17498417705,-3069.869534802978,1,1,1,1
5017BR,152.830890925108,-25.2853071556127,Queensland,146.48010461985047,15365.858550939907,-2811.59787435349,1,1,1,1
5019BR,153.344432,-28.006707,Queensland,229.1383846650158,15054.310727149146,-3114.203730420649,1,1,1,1
5021BR,145.760206942328,-16.9315789101504,Queensland,86.95242697566384,15505.239715178459,-1882.7056748907312,1,1,1,1
5022BR,146.7815621823,-19.2719047966683,Queensland,72.1282313327535,15406.763190635611,-2142.938040166451,1,1,1,1
5023BR,139.505257073899,-20.7035024719454,Queensland,39.0409232019,14510.53154898727,-2302.124438653409,1,1,1,1
5024BR,149.190085,-21.140923,Queensland,42.506894893375836,15472.665208830922,-2350.7633821832646,1,1,1,1
5026BR,153.5352,-28.2044,New South Wales,98.3104833495891,15045.288448543943,-3136.1861890537925,1,1,1,1
5027BR,152.356870863237,-24.8652113601082,Queensland,98.42308441483166,15370.842903144034,-2764.8853531886803,1,1,1,1
5028BR,153.045071,-27.491422,Queensland,310.65691000672047,15096.180675754365,-3056.906652644608,1,1,1,1
5029BR,151.949457369229,-27.5565226458859,Queensland,59.74813015118902,14979.239086939817,-3064.145514188404,1,1,1,1
5030BR,153.0848,-27.4572559,Queensland,98.36171348400947,15104.782468275742,-3053.107555661378,1,1,1,1
5032BR,148.689567809382,-20.2822810430857,Queensland,122.95882167089161,15508.383858327423,-2255.2867527702383,1,1,1,1
5033BR,153.183951355408,-27.7200677646326,Queensland,77.68959098538383,15078.38185672699,-3082.3309016705193,1,1,1,1
5034BR,153.0432,-27.4392,Queensland,146.5028303571819,15103.149810501873,-3051.099831185376,1,1,1,1
5035BR,150.5070566,-23.380566,Queensland,82.95219377712152,15361.447225229656,-2599.800321278264,1,1,1,1
5036BR,145.7453,-17.00334,Queensland,28.055507479894917,15497.730554112042,-1890.6851440124915,1,1,1,1
5039BR,145.694794207942,-16.8355527113347,Queensland,57.68399838521079,15506.167025885688,-1872.0280487574637,1,1,1,1
5041BR,152.983126,-27.317116,Queensland,124.58888224692242,15113.889679471426,-3037.5247097609013,1,1,1,1
5042BR,153.314137339206,-27.884919927955,Queensland,141.09576373048094,15068.318320783783,-3100.6616258783506,1,1,1,1
5043BR,153.0827,-27.2347,Queensland,63.65028120479162,15134.947922276084,-3028.3604686865638,1,1,1,1
5044BR,152.977615662279,-27.4932238784076,Queensland,63.67104384099389,15089.28001256688,-3057.107012381964,1,1,1,1
5045BR,153.172916413484,-27.4474612610285,Queensland,81.61494255259284,15114.819142830276,-3052.0184414994314,1,1,1,1
5046BR,145.74571,-16.914425,Queensland,36.7885486336374,15505.109955345966,-1880.7982471098906,1,1,1,1
5047BR,153.098238,-27.532538,Queensland,85.59624922103997,15095.781831192935,-3061.478543248526,1,1,1,1
5048BR,153.314119,-27.888307,Queensland,188.62235620519937,15067.845152664098,-3101.0382511059343,1,1,1,1
5049BR,145.760206942328,-16.9315789101504,Queensland,1.4076985226296832,15505.239715178459,-1882.7056748907312,1,1,1,1
5050BR,146.019474812787,-17.5241427242057,Queensland,29.138768793994092,15483.085594041851,-1948.5957647268306,1,1,1,1
5051BR,153.024597,-27.836175,Queensland,79.17858498593893,15046.626164022517,-3095.2414371901,1,1,1,1
5054BR,151.924,-27.5734,Queensland,155.53525818233896,14974.426757840858,-3066.0221903410757,1,1,1,1
5055BR,146.7195,-19.3200437253441,Queensland,91.2238351432028,15395.719407455274,-2148.2908448093044,1,1,1,1
5056BR,146.7195,-19.3200437253441,Queensland,1.0803490150864554,15395.719407455274,-2148.2908448093044,1,1,1,1
5057BR,146.777418,-19.266345,Queensland,87.92820674356331,15406.850840390081,-2142.3198189837613,1,1,1,1
5058BR,153.0858067,-27.42,Queensland,148.1653915569864,15109.982185657074,-3048.964888593801,1,1,1,1
5059BR,149.1586,-21.1290136,Queensland,131.32277461285676,15470.64290639839,-2349.439117323884,1,1,1,1
5060BR,153.070069,-26.526178,Queensland,72.02852792292023,15228.861816918756,-2949.5764168705077,1,1,1,1
5061BR,152.97637,-27.495112,Queensland,75.63759622372439,15088.898360017673,-3057.3169619239266,1,1,1,1
5062BR,152.919762,-27.614946,Queensland,87.7582861847716,15066.863061736703,-3070.6418947634506,1,1,1,1
5063BR,145.466516,-16.536798,Queensland,24.674755091276285,15506.088411058765,-1838.808040545886,1,1,1,1
5064BR,153.410322846575,-28.0081461413914,Queensland,75.64553685305836,15060.578237676234,-3114.3637556420977,1,1,1,1
5065BR,150.743089,-23.139949,Queensland,138.65830924017803,15413.33632869953,-2573.0449316138306,1,1,1,1
5066BR,152.919028,-27.654251,Queensland,69.52571150436972,15061.38031555206,-3075.012411355215,1,1,1,1
5067BR,152.036741739189,-28.2167975112699,Queensland,65.49720859788755,14896.721677677671,-3137.564729410024,1,1,1,1
5068BR,153.314119,-27.888307,Queensland,4.290606423441199,15067.845152664098,-3101.0382511059343,1,1,1,1
5070BR,150.50874,-23.337847,Queensland,33.46569546548716,15366.566499204117,-2595.050185206935,1,1,1,1
5071BR,153.0403106,-27.4489307,Queensland,36.58552580707894,15101.53267400635,-3052.181835658076,1,1,1,1
5072BR,152.702896,-25.540485,Queensland,37.76366477649985,15320.537128688984,-2839.9723560414527,1,1,1,1
5073BR,148.152871,-23.524846,Queensland,51.241106012794205,15104.657925193393,-2615.843525294541,1,1,1,1
5074BR,153.070069,-26.526178,Queensland,187.516309434894,15228.861816918756,-2949.5764168705077,1,1,1,1
5076BR,153.411285,-28.003067,Queensland,138.12582542039098,15061.382760795634,-3113.7989808876637,1,1,1,1
5077BR,152.95084,-26.6321,Queensland,50.77838309992291,15202.931900262542,-2961.354405890553,1,1,1,1
5080BR,153.093027,-26.673336,Queensland,7.14945719612392,15211.569072333852,-2965.9396398856675,1,1,1,1
5081BR,153.2392158,-27.7605889,Queensland,62.21815344032192,15078.212510142985,-3086.836646345251,1,1,1,1
5082BR,153.344432,-28.006707,Queensland,205.1197137257546,15054.310727149146,-3114.203730420649,1,1,1,1
5084BR,152.950222492218,-27.1115291427166,Queensland,5.615260530579848,15138.54694809731,-3014.6644942461885,1,1,1,1
5087BR,148.23196,-20.00893,Queensland,46.79831197144148,15487.738161182051,-2224.8915035861105,1,1,1,1
5091BR,153.0853782,-27.421208,Queensland,38.30979484940025,15109.774615259941,-3049.099212065187,1,1,1,1
5092BR,152.99352,-27.42008,Queensland,78.56593806043469,15100.862300679717,-3048.9737841879323,1,1,1,1
5093BR,152.99352,-27.42008,Queensland,21.213671687471383,15100.862300679717,-3048.9737841879323,1,1,1,1
5094BR,152.99352,-27.42008,Queensland,3.24269,15100.862300679717,-3048.9737841879323,1,1,1,1
5095BR,152.655818,-26.187334,Queensland,90.56081674928681,15232.215645586288,-2911.898683146559,1,1,1,1
5097BR,145.475764,-17.253774,Queensland,43.76901832884534,15448.246021014495,-1918.5321342717948,1,1,1,1
5098BR,153.128662,-26.725134,Queensland,31.13886142017862,15208.193503512603,-2971.6993146960026,1,1,1,1
5099BR,151.841452,-26.560331,Queensland,50.52772379855801,15102.129902565588,-2953.3740572002,1,1,1,1
5101BR,152.738886,-27.660246,Queensland,85.42352151269523,15042.81279995843,-3075.6790249404494,1,1,1,1
5104BR,153.283958,-27.625523,Queensland,61.034917933497525,15101.287804041649,-3071.8180035025703,1,1,1,1
5106BR,153.040691,-27.486454,Queensland,425.06384626989376,15096.42971347434,-3056.354236249038,1,1,1,1
5107BR,153.022208,-27.561018,Queensland,108.67084404281613,15084.373630945114,-3064.645374759363,1,1,1,1
5111BR,153.004567,-27.229208,Queensland,61.01050435847564,15127.969323598241,-3027.7497861494317,1,1,1,1
5112BR,152.934939,-27.563136,Queensland,68.74946417548287,15075.480096874062,-3064.8808856139963,1,1,1,1
5113BR,151.247304,-27.173923,Queensland,28.708672537745088,14961.64209503726,-3021.6023746298874,1,1,1,1
5114BR,151.273622,-23.878681,Queensland,47.47656893081837,15381.071790013717,-2655.1881821638185,1,1,1,1
5115BR,153.188936,-27.678504,Queensland,53.96039524982625,15084.616316271751,-3077.7092219111255,1,1,1,1
5116BR,148.012608,-21.986402,Queensland,31.50009875425762,15261.287480705025,-2444.7763575677795,1,1,1,1
5117BR,146.820404,-19.309328,Queensland,52.31781171901616,15407.317468510144,-2147.099310515724,1,1,1,1
5125BR,152.988284,-27.3253,Queensland,138.56316673029897,15113.283995543215,-3038.434729040561,1,1,1,1
5126BR,152.358611,-24.866222,Queensland,164.77173616535893,15370.892804113157,-2764.9977312173123,1,1,1,1
5127BR,145.7615311,-16.9397825,Queensland,311.6670898538813,15504.704572444374,-1883.6178724622798,1,1,1,1
5128BR,153.202094,-27.529865,Queensland,140.45016988214843,15106.389588006268,-3061.181319209605,1,1,1,1
5129BR,151.231032,-23.868648,Queensland,101.46465218762816,15377.933123582974,-2654.072563464794,1,1,1,1
5131BR,152.825147,-25.285032,Queensland,205.5474459665288,15365.315904607392,-2811.5672784453204,1,1,1,1
5132BR,152.750418,-27.62266,Queensland,55.86609999397828,15049.117831886902,-3071.4996524275866,1,1,1,1
5133BR,149.193763,-21.14311,Queensland,150.80807146009448,15472.818264081861,-2351.0065654878363,1,1,1,1
5134BR,153.086559,-26.670518,Queensland,135.78082040750678,15211.302214490523,-2965.6262925823835,1,1,1,1
5135BR,150.5087309,-23.3378508,Queensland,125.74994698056491,15366.565130403515,-2595.050607747656,1,1,1,1
5136BR,153.0365015,-27.5422296,Queensland,279.46514919997355,15088.363725091689,-3062.556199999594,1,1,1,1
5137BR,153.120876,-27.624967,Queensland,268.768213950999,15085.297840825482,-3071.756179123356,1,1,1,1
5138BR,153.408957,-27.979599,Queensland,326.3044351441009,15064.433458334566,-3111.189458349169,1,1,1,1
5139BR,153.007934,-27.443421,Queensland,128.80134862078447,15099.09194730182,-3051.5691849707428,1,1,1,1
5140BR,146.75984,-19.271363,Queensland,99.07810877076179,15404.5340769186,-2142.8777951256634,1,1,1,1
5141BR,153.542369,-28.200456,New South Wales,381.1406719513161,15046.546361953364,-3135.747636263106,1,1,1,1
5142BR,153.0230988,-27.5612781,Queensland,365.1138673541853,15084.425702779325,-3064.674296559783,1,1,1,1
5144BR,153.098238,-27.532538,Queensland,3.890493333259277,15095.781831192935,-3061.478543248526,1,1,1,1
5146BR,152.9461,-27.070857,Queensland,103.98800923823786,15143.636837579312,-3010.141958320339,1,1,1,1
5147BR,153.009926,-27.442443,Queensland,50.560263662052805,15099.42236398527,-3051.4604363324843,1,1,1,1
5148BR,151.910347,-27.547656,Queensland,94.34768199312514,14976.592698897219,-3063.159588149538,1,1,1,1
5149BR,145.745718,-16.914433,Queensland,66.30370744906348,15505.11014807425,-1880.7991366693034,1,1,1,1
5150BR,152.919897,-27.614766,Queensland,78.7329017462964,15066.901124264026,-3070.6218796766548,1,1,1,1
